,labels_t,labels_r,Web_Page_URL,Tweet_Website,Author_Name,Tweet_Timestamp,Tweet_Content,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews,Tweet_Number_of_share,Comment_Content,datetime,stars_t,stars_r,Tweet_Website_n,Web_Page_URL_n,tweet_id,name,year,month,year_month
1844,1 star,1 star,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1280048941678108672,ING_es,1594022424000.0,"Cuando en ING decimos que son los clientes los que escriben nuestra historia, lo decimos de verdad. Descubre el 8 de julio #AlOtroLado.",31.0,12.0,31.0,0,"Trabajáis muy mal!!!
    No estais formados!!!
    Siempre estáis con equivocaciones a favor vuestro después de firmar ante notario
    No os recomiendo.para nada",2020-07-06 08:00:24,1,1,https://twitter.com/ING_es/status/1280048941678108672,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1280048941678108672,ING_es,2020,7,2020-07-01
1845,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/Emprendedor_XXI/status/1260161377102188545,Emprendedor_XXI,1589280859000.0," se convierte en la empresa ganadora del Premio  de la Comunidad de Madrid.
    
    ¡Muchas felicidades!",25.0,14.0,4.0,0," se convierte en la empresa ganadora del Premio  de la Comunidad de Madrid.
    
    ¡Muchas felicidades!",2020-05-12 10:54:19,5,5,https://twitter.com/Emprendedor_XXI/status/1260161377102188545,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1260161377102188545,caixabank,2020,5,2020-05-01
1846,5 stars,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1246467566387654657,Bankia,1586016000000.0,"Nuestro Plan #JuntosEsMásFácil está formado por medidas financieras para ayudar a empresas y autónomos que no paran para que tú puedas quedarte en casa.
    
    Ellos no paran y nosotros tampoco.
    ",206.0,69.0,127.0,0,Quiero decir: Bankia en realidad pidió el ICO para beneficiarse ellos mismos sin dar ni un céntimo de liquidez a las empresas pequeñas como la nuestra. Luego los rescatamos y para colmo tuvieron beneficios porque con ese dinero compraron deuda pública como si no hubiera un mañana,2020-04-04 16:00:00,5,1,https://twitter.com/Bankia/status/1246467566387654657,https://twitter.com/Bankia,1246467566387654657,Bankia,2020,4,2020-04-01
1847,1 star,1 star,https://twitter.com/bbva,https://twitter.com/BBVA_Mex/status/1301656221200441344,BBVA_Mex,1599174001000.0,"Si no pasa ni un solo día en el que no compres algo en línea,  ¡detente aquí, esto podría interesarte! Te compartimos algunos tips de seguridad, recuerda que con la tarjeta digital de BBVA México tu información y dinero están protegidos. ",11.0,4.0,2.0,0,Saludos soy cliente bancomer como denunciar un Fraude contra cliente bancomer,2020-09-03 23:00:01,1,1,https://twitter.com/BBVA_Mex/status/1301656221200441344,https://twitter.com/bbva,1301656221200441344,bbva,2020,9,2020-09-01
1848,1 star,5 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1280048941678108672,ING_es,1594022424000.0,"Cuando en ING decimos que son los clientes los que escriben nuestra historia, lo decimos de verdad. Descubre el 8 de julio #AlOtroLado.",31.0,12.0,31.0,0,jajajaa nos podrían invitar a una mariscada como yo proponía!!! por lo menos eso que nos llevamos :),2020-07-06 08:00:24,1,5,https://twitter.com/ING_es/status/1280048941678108672,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1280048941678108672,ING_es,2020,7,2020-07-01
1849,5 stars,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1246467566387654657,Bankia,1586016000000.0,"Nuestro Plan #JuntosEsMásFácil está formado por medidas financieras para ayudar a empresas y autónomos que no paran para que tú puedas quedarte en casa.
    
    Ellos no paran y nosotros tampoco.
    ",206.0,69.0,127.0,0,Y a particulares?,2020-04-04 16:00:00,5,1,https://twitter.com/Bankia/status/1246467566387654657,https://twitter.com/Bankia,1246467566387654657,Bankia,2020,4,2020-04-01
1850,5 stars,5 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1277151155609624578,bancosantander,1593331538000.0,"#PRIDE2020 #ORGULLO2020 Os queremos sin complejos, sin miedos, más LIBRES. Estamos orgullosos de todos nuestros empleados y por eso seguimos trabajando para construir una sociedad más tolerante.",,254.0,164.0,0,"Como tienen que seguir ganando dinero .........
    El fin justifica los medios",2020-06-28 08:05:38,5,5,https://twitter.com/bancosantander/status/1277151155609624578,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1277151155609624578,bancosantander,2020,6,2020-06-01
1851,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/Emprendedor_XXI/status/1260161377102188545,Emprendedor_XXI,1589280859000.0," se convierte en la empresa ganadora del Premio  de la Comunidad de Madrid.
    
    ¡Muchas felicidades!",25.0,14.0,4.0,0,"En pocos minutos descubriremos la empresa ganadora de la 13ª edición de los Premios  de Madrid. 
    
    ¡Mucha suerte a las 6 empresas finalistas!",2020-05-12 10:54:19,5,5,https://twitter.com/Emprendedor_XXI/status/1260161377102188545,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1260161377102188545,caixabank,2020,5,2020-05-01
1852,1 star,5 stars,https://twitter.com/bbva,https://twitter.com/BBVA_Mex/status/1301656221200441344,BBVA_Mex,1599174001000.0,"Si no pasa ni un solo día en el que no compres algo en línea,  ¡detente aquí, esto podría interesarte! Te compartimos algunos tips de seguridad, recuerda que con la tarjeta digital de BBVA México tu información y dinero están protegidos. ",11.0,4.0,2.0,0,"Hola Leonel, buenas tardes. Te atiende Sergio un placer saludarte. ¿Podrías compartirnos vía DM la situación que presentas? Recuerda que todas nuestras cuentas están verificadas.",2020-09-03 23:00:01,1,5,https://twitter.com/BBVA_Mex/status/1301656221200441344,https://twitter.com/bbva,1301656221200441344,bbva,2020,9,2020-09-01
1853,1 star,1 star,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1280048941678108672,ING_es,1594022424000.0,"Cuando en ING decimos que son los clientes los que escriben nuestra historia, lo decimos de verdad. Descubre el 8 de julio #AlOtroLado.",31.0,12.0,31.0,0,"A  le tenéis explotado, ha puesto 4 frases 
    Y  ha puesto las más ricas ",2020-07-06 08:00:24,1,1,https://twitter.com/ING_es/status/1280048941678108672,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1280048941678108672,ING_es,2020,7,2020-07-01
1854,5 stars,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1246467566387654657,Bankia,1586016000000.0,"Nuestro Plan #JuntosEsMásFácil está formado por medidas financieras para ayudar a empresas y autónomos que no paran para que tú puedas quedarte en casa.
    
    Ellos no paran y nosotros tampoco.
    ",206.0,69.0,127.0,0,"Vosotros lo que no paráis es de cobrar comisiones...
    Por picos palas y azadones.",2020-04-04 16:00:00,5,1,https://twitter.com/Bankia/status/1246467566387654657,https://twitter.com/Bankia,1246467566387654657,Bankia,2020,4,2020-04-01
1855,5 stars,5 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1277151155609624578,bancosantander,1593331538000.0,"#PRIDE2020 #ORGULLO2020 Os queremos sin complejos, sin miedos, más LIBRES. Estamos orgullosos de todos nuestros empleados y por eso seguimos trabajando para construir una sociedad más tolerante.",,254.0,164.0,0,Hoy y todos los días es un mensaje del espacio cultural inimputables en el más alto de los valores feliz día,2020-06-28 08:05:38,5,5,https://twitter.com/bancosantander/status/1277151155609624578,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1277151155609624578,bancosantander,2020,6,2020-06-01
1856,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/Emprendedor_XXI/status/1260161377102188545,Emprendedor_XXI,1589280859000.0," se convierte en la empresa ganadora del Premio  de la Comunidad de Madrid.
    
    ¡Muchas felicidades!",25.0,14.0,4.0,0,"“Hoy solo podemos decir una única cosa: con los emprendedores más que nunca. Es el momento de agradecer todo su esfuerzo, sus actitudes y sus fortalezas.”, ha comentado Rafael Herrador, director territorial de la DT Centro de . ¡Síguenos en directo!",2020-05-12 10:54:19,5,5,https://twitter.com/Emprendedor_XXI/status/1260161377102188545,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1260161377102188545,caixabank,2020,5,2020-05-01
1857,1 star,1 star,https://twitter.com/bbva,https://twitter.com/BBVA_Mex/status/1301656221200441344,BBVA_Mex,1599174001000.0,"Si no pasa ni un solo día en el que no compres algo en línea,  ¡detente aquí, esto podría interesarte! Te compartimos algunos tips de seguridad, recuerda que con la tarjeta digital de BBVA México tu información y dinero están protegidos. ",11.0,4.0,2.0,0,Desafortunadamente no existe manera de protegerte con el banco. Ya que en la aplicación no puedes ver las comisiones que te cobran que triste que hay sigan como hace muchos años!,2020-09-03 23:00:01,1,1,https://twitter.com/BBVA_Mex/status/1301656221200441344,https://twitter.com/bbva,1301656221200441344,bbva,2020,9,2020-09-01
1858,5 stars,4 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/Emprendedor_XXI/status/1260161377102188545,Emprendedor_XXI,1589280859000.0," se convierte en la empresa ganadora del Premio  de la Comunidad de Madrid.
    
    ¡Muchas felicidades!",25.0,14.0,4.0,0,"“Vivir esta situación para los emprendedores es añadirle un grado de experiencia. Aprenden a gestionar el mercado cambiante, a gestionar la caja, etc.”  (), en vivo en el acto de entrega del Premio  de Madrid.",2020-05-12 10:54:19,5,4,https://twitter.com/Emprendedor_XXI/status/1260161377102188545,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1260161377102188545,caixabank,2020,5,2020-05-01
1859,5 stars,2 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1277151155609624578,bancosantander,1593331538000.0,"#PRIDE2020 #ORGULLO2020 Os queremos sin complejos, sin miedos, más LIBRES. Estamos orgullosos de todos nuestros empleados y por eso seguimos trabajando para construir una sociedad más tolerante.",,254.0,164.0,0,Nada mejor que homofóbicos por la tarde. ,2020-06-28 08:05:38,5,2,https://twitter.com/bancosantander/status/1277151155609624578,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1277151155609624578,bancosantander,2020,6,2020-06-01
1860,1 star,1 star,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1280048941678108672,ING_es,1594022424000.0,"Cuando en ING decimos que son los clientes los que escriben nuestra historia, lo decimos de verdad. Descubre el 8 de julio #AlOtroLado.",31.0,12.0,31.0,0,"mi historia con ing de momento es un fallo que no me permite pagar con las tarjetas y la falta de atención por su parte (llamadas sin respuesta, chat no disponible y rrss ignoradas",2020-07-06 08:00:24,1,1,https://twitter.com/ING_es/status/1280048941678108672,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1280048941678108672,ING_es,2020,7,2020-07-01
1861,5 stars,5 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1246467566387654657,Bankia,1586016000000.0,"Nuestro Plan #JuntosEsMásFácil está formado por medidas financieras para ayudar a empresas y autónomos que no paran para que tú puedas quedarte en casa.
    
    Ellos no paran y nosotros tampoco.
    ",206.0,69.0,127.0,0,60.000 millones que debéis y todo arreglado.,2020-04-04 16:00:00,5,5,https://twitter.com/Bankia/status/1246467566387654657,https://twitter.com/Bankia,1246467566387654657,Bankia,2020,4,2020-04-01
1862,1 star,1 star,https://twitter.com/bbva,https://twitter.com/BBVA_Mex/status/1301656221200441344,BBVA_Mex,1599174001000.0,"Si no pasa ni un solo día en el que no compres algo en línea,  ¡detente aquí, esto podría interesarte! Te compartimos algunos tips de seguridad, recuerda que con la tarjeta digital de BBVA México tu información y dinero están protegidos. ",11.0,4.0,2.0,0,"Si no pasa ni un solo día en el que no compres algo en línea,  ¡detente aquí, esto podría interesarte! Te compartimos algunos tips de seguridad, recuerda que con la tarjeta digital de BBVA México tu información y dinero están protegidos. ",2020-09-03 23:00:01,1,1,https://twitter.com/BBVA_Mex/status/1301656221200441344,https://twitter.com/bbva,1301656221200441344,bbva,2020,9,2020-09-01
1863,1 star,4 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1280048941678108672,ING_es,1594022424000.0,"Cuando en ING decimos que son los clientes los que escriben nuestra historia, lo decimos de verdad. Descubre el 8 de julio #AlOtroLado.",31.0,12.0,31.0,0,"Yo estoy contento en líneas generales, siempre hay áreas de mejora pero muchas menos que en otros bancos.",2020-07-06 08:00:24,1,4,https://twitter.com/ING_es/status/1280048941678108672,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1280048941678108672,ING_es,2020,7,2020-07-01
1864,1 star,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1301790877464039424,bbva,1599206105000.0, Desde la #app de  puedes valorar la contratación #online de los productos financieros. ¡Haz que tu opinión cuente! ,5.0,0.0,1.0,0, Desde la #app de  puedes valorar la contratación #online de los productos financieros. ¡Haz que tu opinión cuente! ,2020-09-04 07:55:05,1,1,https://twitter.com/bbva/status/1301790877464039424,https://twitter.com/bbva,1301790877464039424,bbva,2020,9,2020-09-01
1865,5 stars,1 star,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1277151155609624578,bancosantander,1593331538000.0,"#PRIDE2020 #ORGULLO2020 Os queremos sin complejos, sin miedos, más LIBRES. Estamos orgullosos de todos nuestros empleados y por eso seguimos trabajando para construir una sociedad más tolerante.",,254.0,164.0,0,Desde cuando las empresas deben opinar sobre la sexualidad de la gente??? Desde cuando esto es tema para los bancos??? Decepción Banco Santander,2020-06-28 08:05:38,5,1,https://twitter.com/bancosantander/status/1277151155609624578,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1277151155609624578,bancosantander,2020,6,2020-06-01
1866,5 stars,1 star,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/caixabank/status/1259892300752306176,caixabank,1589216706000.0,"En tiempos de cuarentena, el #voluntariado se ha trasladado a Internet y al teléfono. Así es la experiencia de los voluntarios durante el confinamiento.  #ContigoMásQueNunca",10.0,3.0,0.0,0,undefined,2020-05-11 17:05:06,5,1,https://twitter.com/caixabank/status/1259892300752306176,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1259892300752306176,caixabank,2020,5,2020-05-01
1867,5 stars,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1246467566387654657,Bankia,1586016000000.0,"Nuestro Plan #JuntosEsMásFácil está formado por medidas financieras para ayudar a empresas y autónomos que no paran para que tú puedas quedarte en casa.
    
    Ellos no paran y nosotros tampoco.
    ",206.0,69.0,127.0,0,No teneis por ahi 60.000.000.000 de euros que nos debeis?,2020-04-04 16:00:00,5,1,https://twitter.com/Bankia/status/1246467566387654657,https://twitter.com/Bankia,1246467566387654657,Bankia,2020,4,2020-04-01
1868,5 stars,2 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1277151155609624578,bancosantander,1593331538000.0,"#PRIDE2020 #ORGULLO2020 Os queremos sin complejos, sin miedos, más LIBRES. Estamos orgullosos de todos nuestros empleados y por eso seguimos trabajando para construir una sociedad más tolerante.",,254.0,164.0,0,"vayan a decir eso en lugares de pensamiento religioso extremo, ahi si necesitan tolerar",2020-06-28 08:05:38,5,2,https://twitter.com/bancosantander/status/1277151155609624578,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1277151155609624578,bancosantander,2020,6,2020-06-01
1869,5 stars,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1301561862518120449,bbva,1599151504000.0,  has announced the formation of its second Business Resource Group (BRG) in support of employees who identify as part of LGBTQ team and supporting community  . Learn more! ,5.0,1.0,0.0,0,undefined,2020-09-03 16:45:04,5,1,https://twitter.com/bbva/status/1301561862518120449,https://twitter.com/bbva,1301561862518120449,bbva,2020,9,2020-09-01
1870,1 star,1 star,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1280048941678108672,ING_es,1594022424000.0,"Cuando en ING decimos que son los clientes los que escriben nuestra historia, lo decimos de verdad. Descubre el 8 de julio #AlOtroLado.",31.0,12.0,31.0,0,Un banco que cuando lo necesitas no está !! Os habéis quedado a la cola de la banca,2020-07-06 08:00:24,1,1,https://twitter.com/ING_es/status/1280048941678108672,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1280048941678108672,ING_es,2020,7,2020-07-01
1871,5 stars,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1246467566387654657,Bankia,1586016000000.0,"Nuestro Plan #JuntosEsMásFácil está formado por medidas financieras para ayudar a empresas y autónomos que no paran para que tú puedas quedarte en casa.
    
    Ellos no paran y nosotros tampoco.
    ",206.0,69.0,127.0,0,Así que pasamos de tener una línea de crédito de 30.000 euros a una deuda por la misma cantidad. El banco cerró el grifo (los bancos suelen darte pañuelo cuando no tienes mocos) y empezó la persecución. Hasta aquí todo moderadamente razonable...,2020-04-04 16:00:00,5,1,https://twitter.com/Bankia/status/1246467566387654657,https://twitter.com/Bankia,1246467566387654657,Bankia,2020,4,2020-04-01
1872,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/caixabank/status/1260103666121478145,caixabank,1589267100000.0,"Hoy, en el Día de las #MujeresMatemáticas, te recordamos que ampliamos hasta el 14 de junio el plazo para participar en los Premios #WONNOW, que reconocen el talento femenino en la ciencia. Si eres mujer y estudiante de STEM, inscríbete en  #Wengage",11.0,5.0,2.0,0,"Hoy, en el Día de las #MujeresMatemáticas, te recordamos que ampliamos hasta el 14 de junio el plazo para participar en los Premios #WONNOW, que reconocen el talento femenino en la ciencia. Si eres mujer y estudiante de STEM, inscríbete en  #Wengage",2020-05-12 07:05:00,5,5,https://twitter.com/caixabank/status/1260103666121478145,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1260103666121478145,caixabank,2020,5,2020-05-01
1873,5 stars,4 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1277151155609624578,bancosantander,1593331538000.0,"#PRIDE2020 #ORGULLO2020 Os queremos sin complejos, sin miedos, más LIBRES. Estamos orgullosos de todos nuestros empleados y por eso seguimos trabajando para construir una sociedad más tolerante.",,254.0,164.0,0,Ejemplo a seguir,2020-06-28 08:05:38,5,4,https://twitter.com/bancosantander/status/1277151155609624578,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1277151155609624578,bancosantander,2020,6,2020-06-01
1874,4 stars,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1301595880211046402,bbva,1599159614000.0,  prioriza el canal digital como elemento clave para seguir creciendo en el segmento ‘retail’ y recuperarse del impacto de la #Covid19 . Todos los detalles ,4.0,1.0,0.0,0,undefined,2020-09-03 19:00:14,4,1,https://twitter.com/bbva/status/1301595880211046402,https://twitter.com/bbva,1301595880211046402,bbva,2020,9,2020-09-01
1875,1 star,1 star,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1280048941678108672,ING_es,1594022424000.0,"Cuando en ING decimos que son los clientes los que escriben nuestra historia, lo decimos de verdad. Descubre el 8 de julio #AlOtroLado.",31.0,12.0,31.0,0,A mi me mata vuestra aseguradora National Netherlanden. Es cariiiisima y maliiiiisima. Solo por eso me planteo otras opciones. Me siento estafada. Bizum también lo quiero!,2020-07-06 08:00:24,1,1,https://twitter.com/ING_es/status/1280048941678108672,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1280048941678108672,ING_es,2020,7,2020-07-01
1876,5 stars,1 star,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/VITEmprende/status/1260152163151548417,VITEmprende,1589278662000.0,"Premios  
    
     y  te invitan a la entrega de los Premios Emprendedor XXI Comunitat Valencia - Live.
    
    Con las startups finalistas , , ,  y .
    
    HOY
    16:00h
    ",9.0,9.0,0.0,0,undefined,2020-05-12 10:17:42,5,1,https://twitter.com/VITEmprende/status/1260152163151548417,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1260152163151548417,caixabank,2020,5,2020-05-01
1877,5 stars,4 stars,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1246467566387654657,Bankia,1586016000000.0,"Nuestro Plan #JuntosEsMásFácil está formado por medidas financieras para ayudar a empresas y autónomos que no paran para que tú puedas quedarte en casa.
    
    Ellos no paran y nosotros tampoco.
    ",206.0,69.0,127.0,0,Hola ... Muy bonita su campaña. El cobro de comisiones ilegales Que tal lo gestionan? Un poco de coherencia y de vergüenza deberían mostrar,2020-04-04 16:00:00,5,4,https://twitter.com/Bankia/status/1246467566387654657,https://twitter.com/Bankia,1246467566387654657,Bankia,2020,4,2020-04-01
1878,1 star,3 stars,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/ING_es/status/1280048941678108672,ING_es,1594022424000.0,"Cuando en ING decimos que son los clientes los que escriben nuestra historia, lo decimos de verdad. Descubre el 8 de julio #AlOtroLado.",31.0,12.0,31.0,0,A la espera de que  descubra ,2020-07-06 08:00:24,1,3,https://twitter.com/ING_es/status/1280048941678108672,https://twitter.com/ING_es?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1280048941678108672,ING_es,2020,7,2020-07-01
1879,5 stars,5 stars,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1277151155609624578,bancosantander,1593331538000.0,"#PRIDE2020 #ORGULLO2020 Os queremos sin complejos, sin miedos, más LIBRES. Estamos orgullosos de todos nuestros empleados y por eso seguimos trabajando para construir una sociedad más tolerante.",,254.0,164.0,0,Excelente LGBT,2020-06-28 08:05:38,5,5,https://twitter.com/bancosantander/status/1277151155609624578,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1277151155609624578,bancosantander,2020,6,2020-06-01
1880,5 stars,1 star,https://twitter.com/bbva,https://twitter.com/bbva/status/1301631090734628864,bbva,1599168009000.0," BBVA desarrolla en Colombia diferentes talleres, charlas y cursos sobre diversidad e inclusión para concienciar a sus colaboradores . ¡Todos los detalles! ",5.0,1.0,1.0,0,"Oye las practicajas de Camargo, Chihuahua no funcionan desde hace tiempo!! Y la sucursal lleva 1 mes cerrada! Que clase de servicio ofreces? ",2020-09-03 21:20:09,5,1,https://twitter.com/bbva/status/1301631090734628864,https://twitter.com/bbva,1301631090734628864,bbva,2020,9,2020-09-01
1881,5 stars,1 star,https://twitter.com/Bankia,https://twitter.com/Bankia/status/1246467566387654657,Bankia,1586016000000.0,"Nuestro Plan #JuntosEsMásFácil está formado por medidas financieras para ayudar a empresas y autónomos que no paran para que tú puedas quedarte en casa.
    
    Ellos no paran y nosotros tampoco.
    ",206.0,69.0,127.0,0,"No paráis, pero de robar.",2020-04-04 16:00:00,5,1,https://twitter.com/Bankia/status/1246467566387654657,https://twitter.com/Bankia,1246467566387654657,Bankia,2020,4,2020-04-01
1882,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/Emprendedor_XXI/status/1260211066010730501,Emprendedor_XXI,1589292706000.0,"Arrancamos la entrega del Premio  de Valencia con la entrevista de Ana Luján, directora de  Valencia a Eloi Gómez, CEO de . 
    
    Puedes verlo en directo aquí  ",12.0,7.0,3.0,0,¡Enhorabuena a ! Se convierte en la empresa ganadora del Premio  en la Comunidad Valenciana.,2020-05-12 14:11:46,5,5,https://twitter.com/Emprendedor_XXI/status/1260211066010730501,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1260211066010730501,caixabank,2020,5,2020-05-01
1883,5 stars,5 stars,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/Emprendedor_XXI/status/1260211066010730501,Emprendedor_XXI,1589292706000.0,"Arrancamos la entrega del Premio  de Valencia con la entrevista de Ana Luján, directora de  Valencia a Eloi Gómez, CEO de . 
    
    Puedes verlo en directo aquí  ",12.0,7.0,3.0,0,"¡Ahora sí! Es el momento de escuchar a las 5 empresas finalistas del Premio  de Valencia. 
    , , ,  y Zeus Smart Visual Data. 
    
    ¡Mucha Suerte!",2020-05-12 14:11:46,5,5,https://twitter.com/Emprendedor_XXI/status/1260211066010730501,https://twitter.com/caixabank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1260211066010730501,caixabank,2020,5,2020-05-01
